tweets,label
denunciar es un problema por que trans sexoservidora en colombia fue lo que me paso con mi intento de violacion,NP
bien por por haber suspendido la pagina de libs of tiktok el contenido que promueve esta provocando acoso y amenazas de muerte a gente lgbtq en especial a gente trans y a sus aliades las demas redes deben hacer lo mismo al odio hay que quitarle las plataformas URL,NP
pues es no identificarte ni hombre ni mujer mi pareja es no binarie mucha gente es no binarie es simplemente no ser ni de uno ni de otro y tu te identificas como quieras se super vale ser hombre que use vestidos como se vale ser mujer en pantalones,NP
en nuestro gobierno no hacemos ni haremos nunca operativos discriminatorios no se equivoquen no hay operativo anti travestis URL,NP
me ha tocado cuando eres mujer trans para muchas eres nino y puom,NP
ya cuando eres trans luego como que normalizas que la banda hace todo tipo de locuras con su nombre URL,NP
ahh si tiene un lobby trans URL URL,NP
y luego al parecer no les preocupa los hombres cis entrenadores violando a ninas en equipos femeniles cero menciones tampoco dicen nada de que quieren implementar paneles para hacerle inspecciones genitales a ninas no vaya a ser una es trans URL,NP
pero en ambos casos nada que ver con ser trans,NP
mujeres trans con pene y con prostata como yo aunque el aviso fue un claro error no era con esa intencion,NP
siento en el alma el adios de un amigo actor claudio baez debuto primera obra teatral gay que se monto en mexico en el popular teatro insurgentes los chicos de la banda era el regalo de una fiesta gay cuando estaba guaperrimo con su look texano y vinieron otros personajes manos en oracion URL,NP
HASHTAG nace bebe de ambos padres transgenero URL,NP
es un estereotipo nefasto y maleducado ser trans no tiene nada que ver con la sexualidad,NP
luego conoci a una chica trans disenadora de modas que igual no hacia tallas para chicas altas andemos desnudos URL,NP
ayer en roja hablabamos de la gente trans racial les comparto par noticias que tope hoy URL,NP
pero incluyeron a lo trans aunque no tuvieran jajaja okno no tengo chistes ahi yo encuentro la salida URL,NP
esconde su outfit de amazona que planeaba usar para la gran batalla de colonizacion trans de coyoacan,NP
ah si como el famoso tropo que todos los malvados son bisexuales,NP
por eso rupaul s es tan importante es des los pocos show masivos donde la gente se empodera al ser lgbt pero fallta checa como las pelis de temas trans todas son sufridas no hay excepto en dos casos contenidos trans donde por transicionar a la gente le va mejor,NP
oh wow usaron joto de modos despectivos igual que los vatos con masculinidad fragil nunca habia pasado esto antes uf radicalisimo cara llorando de risa,NP
muy refrescante leer todo esto hay un chiste meme de como las mujeres trans nos encantan los pepinillos ya que la espironolactona le da en la madre al balance de sodio URL y pues bueno la banda suele no tomar nada de esto en cuenta lol,NP
amable recordatorio la lucha por los derechos de las mujeres trans tambien es parte de la lucha por la autonomia del cuerpo de las mujeres,NP
margarita zavala a favor o en contra del aborto y matrimonio gay URL URL,NP
de resto afuera del apoyo al trans odio sus posiciones feministas suelen ser buenas o de perdis bien intencionadas amable recordatorio que el problema de las terf es la e no la r,NP
los invito a toda la aficion de pumas a acompanar a nuestro gran amigo y bi campeon jerry galindo el de junio a las horas balon de futbol trofeo trofeo balon de futbol URL,NP
tengo amigas trans post operativas que no le han dicho a sus esposos por que son esteriles URL,NP
innaritu y dicaprio grabar en el frio es rudo redmayne ser mujer trans es rudo rock ser negro es rudo bienvenidos a los premios al azote,NP
pues hay quienes dicen que ser gay es una URL URL,NP
tengo como a amiges trans y cuando nos reunimos de a mas de se forma un desmadre de no saber quien es quien o que o como llama bonito,NP
me rebasa ver como toodo lo que dicen de las mujeres trans es lo que decian de la gente gay y lesbiana en los y pero copy paste gt menu ajustes gt cambiar grupo de personas chequen hay que separar la teoria lesbiana del feminismo URL,NP
amo cara sonriendo con ojos de corazon no olviden el prejuicio implicito de genero en los codigos de vestimenta afecta a ambas partes URL URL,NP
en fin saben que esta ok tener a una mujer trans en los medios asi sea la mas hombre en peluca hare pacto simbolico hay mujeres trans que no pasan y pues chan chan se les da su lugar traigo el tema a flor de piel disculpen dar lata en la manana URL,NP
estoy requete g ey y siempre me habia preguntado cual era la obsesion que si era por altota o algo asi todo este tiempo traia un gaydar en mera la mano todo este tiempo me estaban diciendo soy lesbiana mira a los ojos como tu cara angustiada,NP
el dia internacional del orgullo lgbt lesbianas gais bisexuales transexuales celebra anualmente la igualdad y lucha por los derechos de nuestra comunidad acompananos este lunes a las pm por aqui no se discrimina a nadie HASHTAG arcoiris television URL,NP
en eso es incongruente estar a favor del aborto y en contra de la gente trans si lo piensan no se puede abogar por un no nos digan que hacer con nuestro cuerpo y al tiempo voltearse y decirle a una mujer trans ey no hagas eso con tu cuerpo mi cuerpo mis decisiones,NP
como ese dia que le dije a alguien que era hombre trans y me arranco a hablar en pronombres femeninos,NP
felicidades ganaste un pase doble para rupaul s drag race en HASHTAG envia nombre completo y mail por dm,NP
RT mujeres que se operan tanto que parecen travestis lt problem,NP
HASHTAG cura califica los sismos de castigo divino por las uniones de homosexuales URL URL,NP
de esta manera seria HASHTAG si hubiera tenido un personaje gay entre los principales bandera del arcoiris URL,NP
nah dejate de eso en que mundo de fantasia viven que las familias no solo te aceptan trans antes que tu sino que luego van corriendo a las farmacias a comprarte hormonas para transicionarte,NP
comunidad lesbico gay de HASHTAG demanda esclarecimiento del homicidio de un transexual URL,NP
mexico si las radicales transodiantes se movilizaran y organizaran tan rapido para temas de la despenalizacion del aborto y leyes para proteger a las mujeres tan rapido como se mueven para detener leyes trans y prohibir que la gente diga la palabra genero URL,NP
gente si me van a etiquetar por lo menos tengan respeto y digan la gente transgenero manning ademas seria una trans,NP
condeno esta incitacion al odio hacia y la comunidad trans hago un llamado a a pronunciarse a favor del respeto para todas las personas y poner alto a los actos de intolerancia ophelia eres una mujer que inspira a muchas personas fuerza y ni un paso atras URL,NP
exacto la gente trans fue automaticamente aceptada en sociedad y nunca hubo que hacer ni una manifestacion de nada ni arrancar ningun movimiento nadie ha muerto tampoco por ser trans nunca ni ha vivido en la clandestinidad bien curioso la verdad URL URL,NP
hay que rehacer esas ecuaciones son basadas en estudios que no tomaron en cuenta que hay gente diversa seguramente los datos de femenino por ejemplo tampoco seguramente incluyeron a mujeres trans y mi cuerpo ni de lejos es el de un vato cis,NP
es travesti o por que a la femenil URL,NP
auricular infancias trans con de aliada y mama de HASHTAG URL,NP
tengo una teoria de la homofobia es tonta pero pues es un pensar creo que la humanidad es naturalmente pansexual bisexual hay una minoria heterosexual una minoria homosexual pero la gran mayoria panbisexual les ensenan que tienen que ser hetero a fuerzas,NP
y tiene que ver salud por que hay sexo homosexual mucho y si no se ensena desde pequenos habra carencias,NP
la netflix es que yo si soy bien marica empleado de mostrador de informacion tono de piel claro,NP
tendrias un novio bisexual igual reaccionarias como carrie bradshaw en HASHTAG los miercoles a las pm por palo de corazones bandera del arcoiris HASHTAG URL,NP
no es lo maaximo ese libroo yo mori con el buen trato que le da al tema de las viejas trans y los genitales y el arte de y aa lo ame,NP
y la chica danesa y transamerica y boys don t cry y the crying game y ma vie en rose y soldier s girl y hedwig y tomboy y la piel que habito y la mala educacion estoy cansada del castigo mediatico que es ser el drama por culpa de ser trans urgen pelis con roles empoderadores URL,NP
oigan y si mas que hablar del chisme trans hablamos de como solo estados del pais reconocen a la gente trans URL,NP
de hecho la condicion le llaman intersexualidad y mucha mucha gente quiere ilegalizar el que los doctores o padres seleccionen el genero solo por que si y dejarles vivir de modos intersexuales de esas cosas que ha llevado a mucho sufrir y altisima incidencia de suicidio,NP
suena a que ya es lesbiana,NP
del tema de las mujeres trans en vestidores leo una sutil confesion de muchas mujeres cis que ellas entran a los vestidores con el plan explicito de buscar y verle los genitales a todas y la admision de muchos hombres que si pudieran entrar eso es lo que harian,NP
HASHTAG en mexico se origino en el movimiento de liberacion homosexual luis gonzalez de alba juan jacobo hernandez carlos monsivais y nancy cardenas se destacaron como lideres del movimiento URL,NP
ohpordios no es sino que una suba una story a instagram tocando guitarra y ya arrancaron con su joda cara con ojos en blanco cara con ojos en blanco cara con ojos en blanco que exhausto es esto mas cuando llega de hombres gay por que les obsesiona tanto el tema trans s u p e r e n l o URL,NP
bajo esa logica pues pa que hay lesbianas en tele y por que hay un personaje gay en x serie animada los personajes son mas que eso,NP
ya solo por existir y ser mujer trans que mas da,NP
HASHTAG dos homosexuales condenados a cuatro meses de carcel URL,NP
hacer contenidos es complejo de a diario te preguntas de que voy a hablar hoy a veces tienes ideas y anotas yo me lleno de post its y en eso me pregunto como sera para la gente terfa trans odiante se despiertan un cafe y uy ya se como joderle la vida a alguien,NP
anda me lo mostraron hace nada no lo he leido pero va derechito a la lista urgen mas personajes trans y no binarios en los medios,NP
pero pero ese personaje es una mujer lesbiana URL,NP
status planeando como y cuando ir a madrid para hacer show de comedia standup transgenero con,NP
este tema de sensibilizacion trans a lo mejor ya too much cc via URL,NP
